name_ko,story_id,title,hook,story_ko,culture_region,era,story_type,source_kind,source_url,confidence,editorial_note
백부자,bstory-aconite-wolfsbane,늑대를 잡던 화살촉,영어 이름 wolfsbane은 실제 사냥법에서 나왔어요.,"백부자가 속한 투구꽃속의 영어 이름 가운데 하나가 wolfsbane, 곧 '늑대의 독'이에요. 앵글로색슨 사람들이 늑대를 사냥할 때 화살촉을 이 풀의 즙에 담갔다가 썼기 때문이라고 전해져요. 유럽에서 이 풀은 '독의 여왕'으로 불릴 만큼 강한 독으로 통했고, 뿌리에 든 아코니틴은 지금도 극약으로 다뤄져요. 한국에 자라는 백부자 역시 독성이 강한 식물이에요.",europe,medieval,history,magazine,https://daily.jstor.org/wolfsbane-a-poisonous-beauty/,repeated,birth-story-p2: JSTOR Daily 식물사 칼럼
가지,bstory-eggplant-mad-apple,'미친 사과'라 불리던 열매,유럽은 가지를 오래 '미친 사과'라 불렀어요.,"가지의 영어 이름 aubergine은 아랍어 알바딘잔에서 왔어요. 그 말이 스페인어 berenjena가 되고, 이탈리아로 넘어가면서 '사과'를 뜻하는 mela에 이끌려 melanzana가 됐어요. 여기서 다시 mela insana, 곧 '미친 사과'라는 말로 굳었어요. 소리가 비슷하다는 이유로 붙은 별명인데, 이 이름이 오래 붙어 다니면서 가지에 대한 의심을 더 키웠어요.",europe,medieval,history,other,https://www.etymonline.com/word/aubergine,repeated,birth-story-p2: 어원사전이라 other
가지,bstory-eggplant-fear-of-madness,먹으면 미친다고 여겨졌어요,유럽은 가지가 열병과 간질과 광기를 부른다고 믿었어요.,"가지는 가짓과 식물이라 흰독말풀과 엔젤트럼펫, 벨라도나와 까마중 같은 독초와 한 집안이에요. 그래서 서유럽은 오래 이 열매를 위험한 것으로 여겼어요. 가지를 먹으면 열이 나고 간질이 오며 심지어 미치기까지 한다는 믿음이 돌았어요. 그 시절 이 열매에 붙은 이름이 말라 인사나, 곧 '미친 사과'였어요. 지금은 세계 어디서나 먹는 채소지만, 유럽 식탁에 자리 잡기까지는 몇백 년이 걸렸어요.",europe,medieval,history,garden,https://ipm.missouri.edu/meg/2008/5/Year-of-the-Eggplant/,repeated,birth-story-p2: 미주리대 통합해충관리 뉴스레터
패랭이꽃,bstory-dianthus-jeong-seupmyeong,임금이 시 한 편을 듣고 벼슬을 내렸어요,고려 예종은 패랭이꽃을 노래한 시를 듣고 그 자리에서 사람을 발탁했어요.,"고려 중기 문인 정습명이 석죽화라는 시를 지었어요. 세상 사람은 붉은 모란을 좋아해 뜰 가득 심어 두지만, 거친 들판에도 이런 좋은 꽃떨기가 있는 줄은 아무도 모른다는 내용이에요. 귀한 모란과 흔한 패랭이꽃을 나란히 놓아 부귀를 좇는 세태를 비춘 시였어요. 예종이 이 시를 듣고 깊이 감탄해 그를 옥당, 곧 한림원에 특별히 천거했다고 전해져요.",korea,goryeo,history,newspaper,https://sgsg.hankyung.com/article/2024041264371,repeated,birth-story-p2: 발탁 경위는 전승으로 전해지지만 여러 자료가 같은 내용을 싣는다
패랭이꽃,bstory-dianthus-stone-bamboo,돌 틈에 난 대나무라는 이름,패랭이꽃의 한자 이름은 '돌 대나무 꽃'이에요.,"패랭이꽃의 한자 이름은 석죽화예요. 돌 틈에서 피어나는데 줄기의 마디가 대나무를 닮았다고 해서 붙은 이름이에요. 한국어 이름 패랭이꽃은 다른 것을 보았어요. 꽃잎이 벌어진 모양이 옛날 서민들이 쓰던 패랭이 모자를 닮았다는 거예요. 한자 이름은 대나무의 절개 쪽을, 우리말 이름은 서민의 모자 쪽을 가리켜요. 두 이름이 다 이 꽃을 낮고 단단한 자리에 놓아요.",korea,joseon,history,newspaper,https://www.kyongbuk.co.kr/news/articleView.html?idxno=2091120,repeated,birth-story-p2: 지역지 문화 칼럼
향쑥,bstory-wormwood-green-fairy,초록 요정이라 불린 술,압생트는 '라 페 베르트' 곧 초록 요정이라 불렸어요.,"압생트는 향쑥의 꽃과 잎으로 만드는 아니스 향의 독주예요. 스위스 뇌샤텔 주에서 시작해 19세기 프랑스에서 크게 퍼졌고, 문학과 그림 속에서 '라 페 베르트', 곧 초록 요정이라는 별명으로 불렸어요. 화가와 시인의 잔에 늘 이 초록 술이 있었다는 이미지가 그 시대에 만들어졌어요.",france,19c,history,museum,https://www.sciencehistory.org/stories/magazine/the-devil-in-a-little-green-bottle-a-history-of-absinthe/,repeated,birth-story-p2: 미국 과학사연구소 매거진
향쑥,bstory-wormwood-thujone-ban,금지의 이유였던 성분은 누명에 가까웠어요,압생트는 1915년까지 대부분의 나라에서 금지됐어요.,"압생트는 스위스에서 1910년, 미국에서 1912년, 프랑스에서 1915년에 금지됐어요. 금지 근거로 지목된 것은 향쑥에 든 투욘이라는 성분이었어요. 많이 들어가면 신경계에 해롭다는 이유였어요. 그런데 최근 수십 년의 연구는 실제 압생트에 든 투욘 양이 아주 적어서, 신경에 해로운 수준에 이르려면 하루에 몇 리터를 마셔야 한다는 결론을 내놨어요. 문제는 투욘보다 도수 쪽이었던 셈이에요.",switzerland,20c,history,newspaper,https://www.swissinfo.ch/eng/swiss-oddities/89345162/89345162,repeated,birth-story-p2: 스위스 공영 국제방송 기사
선인장,bstory-cactus-cochineal,선인장의 피라 불린 붉은색,아즈텍은 선인장에 붙은 벌레에서 나오는 붉은 물감을 '선인장의 피'라 불렀어요.,"노팔선인장 줄기에는 연지벌레가 붙어 살아요. 이 벌레를 말려 빻으면 강렬한 진홍색 물감이 나오는데, 나우아틀어로 노체스틀리, 곧 '선인장의 피'라 불렀어요. 아즈텍 제국은 이 물감을 조공으로 거둘 만큼 귀하게 여겼어요. 1521년 테노치티틀란에 들어온 코르테스는 시장을 채운 새빨간 천을 보고 놀랐고, 이후 스페인에게 이 물감은 은 다음가는 수입원이 됐어요. 그 원료가 벌레라는 사실은 18세기까지 비밀로 지켜졌어요.",mexico,16c,history,other,https://www.mexicolore.co.uk/aztecs/aztec-life/red-the-colour-of-cactus-blood,repeated,birth-story-p2: 대영박물관 협력 아즈텍 교육자료 사이트지만 기관 자료로 단정하지 않고 other
선인장,bstory-cactus-mexican-flag,국기 한가운데 선인장이 있어요,멕시코 국기의 독수리는 선인장 위에 서 있어요.,"멕시코 국기 한가운데에는 뱀을 문 독수리가 선인장 위에 앉아 있어요. 그 선인장이 노팔이에요. 건국 신화에 따르면 메시카 사람들은 독수리가 노팔 위에 앉아 뱀을 삼키는 자리를 찾으라는 계시를 받았고, 호수 한가운데 섬에서 그 광경을 보고 그곳에 테노치티틀란을 세웠어요. 지금의 멕시코시티예요. 도시의 시작을 알린 것이 선인장 한 그루였던 셈이에요.",mexico,medieval,folklore,magazine,https://nopalcactus.com/learn/nopal-mexican-flag,repeated,birth-story-p2: 건국 신화라 folklore
서양종 보리수,bstory-linden-court-tree,재판이 열리던 나무 아래,신성로마제국에서는 보리수 아래에서 재판을 열었어요.,"신성로마제국에는 게리히츠린데, 곧 '재판 보리수'라는 것이 있었어요. 마을 회의와 재판을 이 나무 아래에서 열었어요. 게르만 부족법에서 온 관습으로, 재판정은 대개 마을 밖 트인 들판에 자유로운 하늘 아래 놓였어요. 같은 나무가 마을 한복판에 서 있으면 춤판이 벌어지는 탄츠린데가 되기도 했고요. 기독교화된 뒤에도 보리수는 정의와 보호의 나무로 남아, 성모나 열두 사도에게 다시 바쳐지곤 했어요.",germany,medieval,history,magazine,https://germangirlinamerica.com/the-linden-tree-in-germany-at-the-heart-of-germany/,repeated,birth-story-p2: 한국어 '보리수'는 인도보리수와 다른 나무를 함께 가리키는 이름이라 본문에서는 유럽 린덴만 다뤘다
서양종 보리수,bstory-linden-unter-den-linden,베를린 한복판 거리의 이름,베를린의 '운터 덴 린덴'은 '보리수 아래'라는 뜻이에요.,"베를린 미테 지구를 가로지르는 큰길 운터 덴 린덴은 '보리수 아래'라는 뜻이에요. 베를린 궁전에서 브란덴부르크 문까지 이어지는 이 길 가운데에 보리수가 줄지어 심겨 있어서 붙은 이름이에요. 독일에서 보리수는 마을 광장의 나무이자 재판과 축제의 나무였으니, 수도의 중심 거리가 이 나무의 이름을 단 것은 우연이 아니에요. 헤센주 셴켄펠트에는 9세기에 심었다는 보리수가 아직 서 있어요.",germany,modern,history,magazine,https://jofisherroberts.substack.com/p/under-the-linden-tree,single_source,birth-story-p2: 셴켄펠트 수령은 전승 수치라 '심었다는'으로 적었다
호박,bstory-pumpkin-stingy-jack,순무에 새긴 첫 잭오랜턴,처음 잭오랜턴은 호박이 아니라 순무였어요.,"아일랜드와 스코틀랜드에는 '인색한 잭' 이야기가 전해져요. 악마를 속인 대가로 천국에도 지옥에도 들지 못하고 지옥의 잉걸불 한 조각만 얻어 등을 밝히고 떠도는 사람이에요. 사람들은 그 잭을 쫓으려고 만성절 전야에 순무를 파서 무서운 얼굴을 새기고 안에 불씨를 넣어 창가에 두었어요. 아일랜드에는 호박이 없었으니, 처음 잭오랜턴의 재료는 순무와 감자였어요.",ireland,18c,folklore,newspaper,https://www.irishtimes.com/life-and-style/abroad/the-story-of-jack-o-lantern-if-you-knew-the-sufferings-of-that-forsaken-craythur-1.4065773,repeated,birth-story-p2: 인색한 잭 이야기 자체는 확인 불가한 전승이라 folklore
호박,bstory-pumpkin-crossing-atlantic,대서양을 건너며 호박으로 바뀌었어요,아일랜드 이민자들이 북아메리카에서 더 좋은 재료를 찾았어요.,"1820년부터 1930년까지 450만 명에 이르는 아일랜드 사람들이 미국으로 건너갔어요. 이들이 가져간 관습 중 하나가 잭오랜턴이었는데, 북아메리카에는 순무보다 훨씬 파기 좋은 것이 흔했어요. 호박이었어요. 다만 호박 등이 핼러윈과 단단히 묶인 것은 19세기 들어서였고, 너새니얼 호손이 1835년과 1852년 소설에 호박 등과 호박 머리 허수아비를 등장시킨 것이 그 무렵의 기록으로 남아 있어요.",usa,19c,history,magazine,https://www.nationalgeographic.com/history/article/the-twisted-transatlantic-tale-of-american-jack-o-lanterns,repeated,birth-story-p2: 내셔널지오그래픽 역사 기사
수박풀,bstory-hibiscus-trionum-flower-of-an-hour,한 시간의 꽃,수박풀의 영어 이름은 '한 시간의 꽃'이에요.,"수박풀의 영어 이름 flower-of-an-hour는 '한 시간의 꽃'이라는 뜻이에요. 이름 그대로 꽃이 몇 시간만 피었다가 시들어 버리기 때문이에요. 해가 나는 날에만 열리고, 흐리면 아예 피지 않기도 해요. 별명도 여럿이에요. 부푼 꽃받침이 방광을 닮았다고 해서 '방광 케트미아', 지중해를 거쳐 퍼졌다고 해서 '베니스 아욱', 그리고 짧게 피고 마는 성질을 두고 '정숙'이라고도 불러요.",europe,modern,history,wiki,https://en.wikipedia.org/wiki/Hibiscus_trionum,repeated,birth-story-p2: 확보한 이야기가 1편뿐인 이름
옥수수,bstory-corn-teosinte,손가락만 한 이삭에서 시작했어요,옥수수의 조상은 알이 몇 개 안 달린 풀이었어요.,"옥수수의 조상은 멕시코에 자라는 테오신테라는 풀이에요. 이삭이 손가락만 하고 알도 몇 개 안 달리는 데다, 알마다 딱딱한 껍질이 감싸고 있어 그냥 먹기 어려워요. 약 9000년 전 멕시코 게레로와 미초아칸을 흐르는 발사스강 유역에서 사람들이 이 풀을 고르기 시작했어요. 그 지역 야생 테오신테의 유전적 다양성이 가장 높다는 점이 이곳을 출발지로 지목하는 근거예요.",mexico,prehistoric,history,garden,https://evolution.earthathome.org/grasses/andropogoneae/maize-domestication/,repeated,birth-story-p2: 코넬대 고생물연구소 Earth@Home 교육자료
옥수수,bstory-corn-starch-grains,8700년 전의 전분 알갱이,옥수수의 가장 오래된 흔적은 눈에 보이지 않는 크기예요.,"옥수수가 언제부터 재배됐는지를 알려 준 것은 이삭이 아니라 현미경으로 봐야 하는 흔적이었어요. 발사스 계곡의 시와톡스틀라 유적에서 나온 석기와 퇴적층에서 전분 알갱이와 식물규소체가 나왔고, 연대는 약 8700년 전으로 측정됐어요. 옥수수 알은 썩어 없어져도 갈던 돌에 눌어붙은 전분은 남았어요. 지금까지 확인된 옥수수의 가장 오래된 물리적 증거예요.",mexico,prehistoric,history,paper,https://pmc.ncbi.nlm.nih.gov/articles/PMC2664021/,single_source,birth-story-p2: PNAS 2009 게재 논문 전문
엘리카,bstory-heath-white-heather-luck,흰 헤더가 행운인 이유,스코틀랜드에서 흰 헤더는 드물어서 행운으로 쳐요.,"스코틀랜드 고원을 덮는 헤더는 대개 분홍과 보라예요. 흰 헤더는 드물게 나타나서, 찾으면 행운이 온다고 여겼어요. 여기에 이야기 하나가 붙어 있어요. 켈트 음유시인의 딸 말비나가 약혼자 오스카의 전사 소식을 전해 들으며 유품으로 헤더 가지를 받았는데, 그의 눈물이 떨어진 자리에서 헤더가 하얗게 변했다는 거예요. 슬픔 속에서도 이 꽃을 찾는 사람에게는 행운이 가기를 빌었다고 해요.",scotland,modern,folklore,garden,https://treesforlife.org.uk/into-the-forest/trees-plants-animals/plants/heather/heather-mythology-and-folklore/,varies,birth-story-p2: 말비나 이야기는 오시안 계열 후대 창작이 섞여 varies
엘리카,bstory-heath-cluny-hiding,흰 헤더 밭에서 잠든 도망자,컬로든 이후 쫓기던 씨족장이 흰 헤더 덕에 살아남았다고 해요.,"흰 헤더가 행운이라는 믿음에는 역사와 얽힌 이야기도 있어요. 1746년 컬로든 전투 뒤 쫓기던 맥퍼슨 씨족장 클루니의 이완이 흰 헤더 밭에 누워 잠들었는데, 수색대가 그를 알아보지 못하고 지나갔다는 거예요. 1544년 클랜라날드는 흰 헤더를 달고 싸워 이겼다고 믿었고요. 19세기에는 발모럴을 아끼던 빅토리아 여왕이 이 믿음을 잉글랜드까지 퍼뜨렸어요.",scotland,18c,folklore,magazine,https://www.scottish-at-heart.com/scottish-heather.html,varies,birth-story-p2: 씨족 전승이라 사료로 확인되지 않는다
능소화,bstory-neungsohwa-eosahwa,하늘을 능가하는 꽃,능소화는 장원급제한 사람의 화관에 꽂던 꽃으로 전해져요.,"능소화는 '하늘을 능가하는 꽃'이라는 뜻이에요. 장원급제한 사람의 화관에 꽂아 주는 어사화로 쓰였다고 전해지면서 양반들이 특히 아꼈고, 그래서 양반꽃과 금등화, 자위화 같은 이름이 여럿 붙었어요. 조선시대에는 평민이 함부로 심지 못하게 했다는 이야기도 함께 전해져요. 옛 선비들은 이 꽃이 시들어 흩어지지 않고 송이째 떨어지는 모습을 지조로 읽었어요.",korea,joseon,folklore,newspaper,https://www.shinailbo.co.kr/news/articleView.html?idxno=1439053,varies,birth-story-p2: 실제 어사화는 종이꽃이었다는 지적도 있어 varies. 전승으로만 적었다
능소화,bstory-neungsohwa-pollen-myth,꽃가루가 눈을 멀게 한다는 말은 사실이 아니에요,국립산림과학원이 능소화 꽃가루를 직접 들여다봤어요.,"능소화 꽃가루가 눈에 들어가면 실명한다는 말이 오래 돌았어요. 표면에 갈고리 같은 돌기가 있어 점막에서 떨어지지 않고 염증을 일으킨다는 설명이었어요. 2015년 국립산림과학원이 주사전자현미경으로 확인한 결과는 달랐어요. 꽃가루 표면은 갈고리가 아니라 매끈한 그물 모양이었고, 바람이 아니라 벌과 나비가 옮기는 충매화라 눈에 들어갈 확률 자체가 낮았어요. 다만 꿀샘에서 나오는 꿀에는 세포독성이 확인돼, 오래된 꿀을 먹거나 오래 피부에 닿게 하는 것은 피하라고 했어요.",korea,modern,history,museum,https://www.korea.kr/briefing/pressReleaseView.do?newsId=156067948,repeated,birth-story-p2: 산림청 국립산림과학원 2015년 보도자료
석류,bstory-pomegranate-grenade,수류탄의 어원이 이 열매예요,석류와 수류탄은 같은 말에서 갈라져 나왔어요.,"로마의 플리니우스는 석류를 말루스 푸니카, 곧 '카르타고의 사과'라 불렀어요. 로마가 카르타고를 거쳐 이 열매를 들여왔기 때문이에요. 학명 Punica granatum의 앞 절반이 여기서 왔고, granatum은 '씨앗이 많다'는 뜻이에요. 영어 pomegranate도 '씨 많은 사과'라는 같은 뜻이고요. 훗날 프랑스군은 손에 쥐는 크기에 알갱이가 가득 든 무기를 보고 같은 이름을 붙였어요. 그것이 지금의 grenade, 곧 수류탄이에요.",rome,ancient,history,magazine,http://khkeeler.blogspot.com/2015/03/plant-story-pomegranates-punica_22.html,repeated,birth-story-p2: 실제 재배화 지역은 캅카스 남단과 카스피해 남쪽으로 보는 자료가 많아 카르타고 원산설은 적지 않았다
석류,bstory-pomegranate-persephone-one-seed,호메로스 원전에는 한 알,하데스가 페르세포네에게 몰래 먹인 석류는 여섯 알이 아니라 한 알이에요.,"페르세포네가 석류 몇 알을 먹었느냐고 물으면 흔히 여섯 알이라는 답이 돌아오지만, 가장 오래된 문헌은 그렇게 말하지 않아요. 데메테르에게 바치는 호메로스 찬가 370행에서 375행 부근에서 하데스는 페르세포네에게 달콤한 석류 씨를 몰래 먹여요. 검은 옷을 입은 데메테르 곁에 딸이 영영 머물지 않게 하려는 계산이었어요. 410행에서 413행 부근에서는 페르세포네가 직접 말해요. 그가 몰래 내 입에 달콤한 것을, 석류 씨 하나를 넣고 내 뜻과 상관없이 맛보게 했다고요. 두 대목 모두 단수로 씨라고만 적고 개수를 밝히지 않아요. 여러 알이라는 설정은 훨씬 나중 판본에서 붙은 살이에요.",greece,ancient,literary,book-pd,https://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.01.0138%3Ahymn%3D2,repeated,인용한 것은 흄-에벌린 화이트 영역본이라 행 번호가 그리스어 원문과 미세하게 다를 수 있다. 여섯 알 판본은 오비디우스 계열 후대 전승이다.
석류,bstory-pomegranate-613-seeds,석류 206개를 센 사람,613알 전승을 확인하려고 대학원생이 석류 206개의 알을 손으로 셌어요.,"유대 전통에는 석류 한 개에 씨가 613개 들어 있고 이것이 토라의 계명 613개와 맞아떨어진다는 말이 돌아요. 다만 이 숫자는 탈무드에 없어요. 베라코트는 석류가 씨로 가득하듯 이스라엘의 빈 사람들도 계명으로 가득하다고, 아가의 구절을 빌려 풍성함을 말할 뿐이에요. 613이라는 수를 언급한 것은 19세기의 하탐 소페르와 말빔 같은 후대 학자예요. 실제로 세어 본 사람도 있어요. 컬럼비아대 대학원생 알렉산더 하우볼트가 세계 각지에서 온 석류 206개의 알을 셌는데, 평균이 정확히 613개로 나왔어요. 하지만 낱개로 보면 165개부터 1,370개까지 흩어져 있었어요.",israel,modern,history,magazine,https://jewishaction.com/religion/jewish-law/whats_the_truth_about_pomegranate_seeds/,single_source,하우볼트는 이후 수백 개를 더 세어 평균값이 바뀌었을 가능성이 크다고 기사가 밝힌다. 평균이 정확히 613으로 나온 것은 206개 시점의 결과라는 점을 흐리지 말 것.
진달래,bstory-azalea-dugyeonju,아버지의 병을 고쳤다는 술,면천 두견주에는 고려 개국공신의 딸 이야기가 붙어 있어요.,"충남 당진 면천에는 진달래 꽃잎을 넣어 빚는 두견주가 전해져요. 진달래를 두견화라 부른 데서 온 이름이에요. 고려 개국공신 복지겸이 병들어 낫지 않자 어린 딸이 아미산에 올라 백일기도를 드렸고, 신선이 나타나 아미산에 핀 진달래로 술을 빚되 반드시 안샘 물을 쓰고 백일 뒤에 마시며 뜰에 은행나무 두 그루를 심으라 일렀다고 해요. 딸이 그대로 하자 아버지의 병이 나았다고 전해져요. 면천두견주는 국가무형유산으로 지정돼 있어요.",korea,goryeo,folklore,museum,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=17%2C00860200%2C34&pageNo=1_1_1_0,repeated,birth-story-p2: 국가유산포털 국가무형유산 해설. 전설 부분은 folklore
진달래,bstory-azalea-hwajeon,삼짇날 개울가에서 부치던 꽃전,음력 삼월 삼짇날에는 진달래를 따서 그 자리에서 전을 부쳤어요.,"화전놀이는 고려 때부터 이어진 봄 풍습이에요. 음력 3월 3일 삼짇날, 마을 여성들이 번철과 찹쌀가루를 들고 산과 개울가로 나가 진달래를 따서 그 자리에서 화전을 부쳐 먹었어요. 진달래로 부친 것을 두견화전이라 불렀고, 꿀물이나 오미자즙에 꽃잎을 띄운 진달래화채와 함께 먹었어요. 조선 궁중에서도 궁녀들이 중전을 모시고 비원에 나가 화전을 부쳤다는 기록이 남아 있어요.",korea,joseon,history,museum,https://contents.history.go.kr/mobile/km/view.do?levelId=km_010_0060_0030_0010,repeated,birth-story-p2: 국사편찬위원회 우리역사넷
시스터스,bstory-cistus-goat-beard,염소 수염에서 거두는 향,라브다넘은 염소 수염에 엉킨 진을 잘라 모았어요.,"시스터스, 곧 암장미의 잎과 가지에서는 끈적한 진이 나와요. 라브다넘이라 부르는 이 진은 고대부터 향료였는데, 거두는 방법이 특이했어요. 염소 떼를 이 덤불에 풀어놓았다가 수염과 털에 엉겨 붙은 진을 한 해에 한 번 수염째 잘라 모았어요. 크레타에서는 나무와 가죽끈으로 만든 라다니스테리온이라는 갈퀴 모양 도구로 덤불을 쓸어 진을 거두었고, 시세스 마을에서는 지금도 이 방식을 써요.",greece,ancient,history,magazine,https://aromaticmedicineschool.com/labdanum-cistus-resin/,repeated,birth-story-p2: 향료 전문 교육기관 자료
시스터스,bstory-cistus-pharaoh-beard,파라오의 가짜 수염에 관한 가설,파라오가 턱에 단 가짜 수염이 염소 수염이었다는 설이 있어요.,"라브다넘을 모으던 도구 라다니스테리온은 도리깨를 닮았어요. 그래서 고대 이집트 신과 파라오가 손에 쥔 도리깨가 사실 이 채취 도구였다는 가설이 나왔어요. 여기에 이어지는 이야기가 하나 더 있어요. 파라오가 턱에 붙인 가짜 수염이 원래 향이 밴 염소 수염이었고, 그래서 왕의 주위에 늘 이 향이 감돌았다는 거예요. 어느 쪽도 확정된 학설은 아니지만, 향료 하나가 왕권의 도상까지 설명하려 한 흥미로운 시도예요.",egypt,ancient,folklore,magazine,https://premierepeau.com/blogs/news/labdanum-the-resin-that-goats-harvest-without-knowing,varies,birth-story-p2: 확정된 학설이 아니라는 점을 본문에 명시했다
협죽도,bstory-oleander-pompeii-garden,화산재 속에 남은 뿌리 자국,폼페이의 정원은 뿌리가 남긴 빈 구멍으로 되살아났어요.,"1950년대부터 고고학자 빌헬미나 야셈스키는 폼페이에서 새로운 방법을 썼어요. 나무가 썩으면 굳은 화산재 안에 뿌리 모양의 빈 구멍이 남는데, 거기에 석고를 부어 뿌리 형태를 떠낸 거예요. 이렇게 어떤 식물이 어디에 얼마만큼 심겨 있었는지가 드러났어요. 벽에 그려진 정원 그림과 대조하는 방법도 함께 썼고요. 그 그림과 뿌리 자국에 함께 등장하는 식물 가운데 하나가 협죽도예요.",italy,ancient,history,museum,https://pompeiiarchaeologicalpark.com/gardens-of-pompeii/,repeated,birth-story-p2: 폼페이 유적 공원 소개 자료
협죽도,bstory-oleander-hiroshima,히로시마에서 가장 먼저 핀 꽃,원폭 뒤 폐허에서 가장 먼저 꽃을 피운 것이 협죽도였다고 전해져요.,"1945년 히로시마에 원자폭탄이 떨어진 뒤, 한동안 이 땅에는 아무것도 자라지 못할 것이라는 말이 돌았어요. 그런데 얼마 지나지 않아 폐허에서 협죽도가 꽃을 피웠다고 전해져요. 이 꽃은 사람들에게 다시 시작할 수 있다는 신호로 남았고, 1973년 주민 투표로 히로시마의 시화가 되었어요. 협죽도가 가장 많이 피는 시기가 8월 초, 원폭이 떨어진 날 무렵이에요.",japan,20c,history,magazine,https://www.grunge.com/1143535/how-the-atomic-bombs-made-the-oleander-the-flower-of-hiroshima/,single_source,birth-story-p2: 히로시마시 공식 자료를 확보하지 못해 2차 매체 한 곳만 근거로 삼았다. 개화 시점 세부는 매체마다 다르다
골든 로드,bstory-goldenrod-edison-rubber,세 사람이 돈을 모아 세운 식물 연구회사,에디슨과 포드와 파이어스톤이 고무 나는 식물을 찾아 나섰어요.,"1927년 헨리 포드와 토머스 에디슨, 하비 파이어스톤이 각자 2만 5000달러씩 내어 에디슨 식물연구회사를 세웠어요. 목표는 하나였어요. 미국에서 빨리 길러 고무를 뽑을 수 있는 식물을 찾는 것이었어요. 당시 세계 고무 공급은 영국이 사실상 쥐고 있었고, 미국은 그 사슬에서 벗어나고 싶어 했어요. 연구진은 1만 7000점이 넘는 식물 시료를 분석했어요.",usa,20c,history,magazine,https://halibutpointnotes.blogspot.com/2019/11/goldenrod-and-science-part-1-industry.html,repeated,birth-story-p2: 라텍스 함량 5→12퍼센트 수치는 접근 가능한 출처에서 확인하지 못해 뺐다
골든 로드,bstory-goldenrod-last-failure,에디슨이 끝내 이루지 못한 일,성공에 익숙하던 사람이 남긴 몇 안 되는 실패예요.,"수많은 후보를 살핀 끝에 에디슨이 고른 것은 에버글레이즈에 야생으로 자라는 잡초, 골든로드였어요. 그는 열대의 실험실에서 이 풀에 매달렸어요. 하지만 그 사이 화학회사들은 석유에서 합성고무를 만들기 시작했고, 식물에서 고무를 짜낸다는 발상은 곧 낡은 것이 되었어요. 에디슨은 끝까지 골든로드에 희망을 걸었지만, 이 연구는 성공에 익숙하던 그가 남긴 몇 안 되는 실패로 남았어요.",usa,20c,history,newspaper,https://www.baltimoresun.com/news/bs-xpm-1999-10-04-9910040121-story.html,repeated,birth-story-p2: 볼티모어선 기획 기사
저먼더,bstory-germander-teucer,트로이 왕의 이름을 단 풀,저먼더의 속명은 트로이의 첫 왕 테우크로스에서 왔어요.,"저먼더의 속명 Teucrium은 트로이의 첫 왕으로 전해지는 테우크로스의 이름에서 왔어요. 디오스코리데스가 그의 이름을 딴 약초를 기록했고, 린네가 1753년에 그 이름을 속명으로 굳혔어요. 종소명 chamaedrys는 그리스어로 '땅의 참나무', 곧 난쟁이 참나무라는 뜻이에요. 잎이 참나무 잎을 작게 줄여 놓은 모양이라서예요. 영어 이름 germander도 이 chamaedrys가 프랑스어를 거치며 닳아 만들어진 말이에요.",greece,ancient,history,garden,https://plants.ces.ncsu.edu/plants/teucrium-chamaedrys/,repeated,birth-story-p2: 노스캐롤라이나주립대 확장서비스 식물 도감
저먼더,bstory-germander-charles-v,황제의 통풍을 고쳤다는 약 그리고 지금은 금지,카를 5세의 통풍이 이 풀로 나았다는 기록이 있어요.,"옛 약초서에는 신성로마제국 황제 카를 5세의 통풍이 저먼더를 다른 약초와 함께 포도주에 달여 60일 동안 마셔 나았다는 기록이 있어요. 이 풀은 통풍의 특효약으로 여겨져 '포틀랜드 가루'라는 유명한 약의 주요 재료이기도 했어요. 그런데 20세기 말 이 풀로 만든 제품을 먹은 사람들에게 간 손상이 보고되면서, 지금은 내복이 권장되지 않아요. 몇백 년의 명성이 몇 건의 사례로 뒤집힌 경우예요.",europe,16c,history,magazine,https://herbs-treatandtaste.blogspot.com/2012/02/wall-or-common-germander-no-longer.html,repeated,birth-story-p2: 카를 5세 일화는 옛 약초서 인용이라 사실 여부는 확인되지 않는다
타마린드,bstory-tamarind-indian-date,'인도의 대추'라는 이름,타마린드는 아랍어로 '인도의 대추'라는 뜻이에요.,"타마린드라는 이름은 아랍어 타므르 힌디에서 왔어요. '인도의 대추'라는 뜻이에요. 인도에서 중동으로 이 열매가 처음 건너갔을 때, 사람들이 갈색으로 쭈글쭈글한 꼬투리 속살을 자기들이 알던 대추야자에 빗대어 부른 이름이에요. 중세 라틴어 tamarindus를 거쳐 16세기 말 영어에 들어왔고, 마르코 폴로는 타마란디라고 적었어요.",india,medieval,history,other,https://www.etymonline.com/word/tamarind,repeated,birth-story-p2: 어원사전이라 other
