month,day,name_ko,slug,commons_page_url,direct_url,author,license,width,species_note,family_line
5,14,매발톱꽃,maebaltopkkot,https://commons.wikimedia.org/wiki/File:Aquilegia_vulgaris_Gemeindealpe_01.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Aquilegia_vulgaris_Gemeindealpe_01.JPG/1280px-Aquilegia_vulgaris_Gemeindealpe_01.JPG,Uoaei1,CC BY-SA 4.0,4000,Aquilegia vulgaris 종 일치 — 원예 매발톱의 기준종. 국내 자생 A. buergeriana var. oxysepala와는 별개,꽃잎 뒤로 매 발톱처럼 굽은 꿀주머니가 다섯 개 뻗어 있어요.
5,16,조밥나물,jobapnamul,https://commons.wikimedia.org/wiki/File:Hieracium_umbellatum%E2%80%93IMG_5860.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Hieracium_umbellatum%E2%80%93IMG_5860.jpg/1280px-Hieracium_umbellatum%E2%80%93IMG_5860.jpg,Kızıl,CC BY-SA 4.0,2794,Hieracium umbellatum 종 일치 — CSV 학명 Hieracium(조밥나물속)의 대표종. CSV editorial_note가 지적한 국명 혼선은 그대로 남음,가늘게 선 줄기 끝에서 노란 혀꽃이 사방으로 퍼져요.
5,18,옥슬립 앵초,okseulrip-aengcho,https://commons.wikimedia.org/wiki/File:02022_0057_Primula_elatior.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/02022_0057_Primula_elatior.jpg/1280px-02022_0057_Primula_elatior.jpg,Silar,CC BY-SA 4.0,2622,Primula elatior 종 일치 — 영문명 Oxlip의 정명,"카우슬립보다 꽃이 크고, 한쪽만 바라보며 몰려 피어요."
5,19,아리스타타,,,,,,,미확보 — Aristata는 종소명일 뿐이고 원 표가 갈린다(순천만=아이리스 / 로얄플라워=아리스타타). 식물 특정 불가,
5,20,괭이밥,gwaengibap,https://commons.wikimedia.org/wiki/File:Oxalis_corniculata_-_blossom_top_%28aka%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Oxalis_corniculata_-_blossom_top_%28aka%29.jpg/1280px-Oxalis_corniculata_-_blossom_top_%28aka%29.jpg,André Karwath aka Aka,CC BY-SA 2.5,1632,Oxalis corniculata 종 일치 — 국명 괭이밥의 정명. 서양 wood sorrel(O. acetosella)과는 다른 종. 정면 접사,하트 세 장이 모인 잎 사이에서 노란 별 같은 꽃이 올라와요.
5,22,귀고리꽃,gwigorikkot,https://commons.wikimedia.org/wiki/File:Fuchsia_magellanica_%27Pumile%27%2C_Jard%C3%ADn_Bot%C3%A1nico_de_M%C3%BAnich%2C_Alemania%2C_2013-05-04%2C_DD_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Fuchsia_magellanica_%27Pumile%27%2C_Jard%C3%ADn_Bot%C3%A1nico_de_M%C3%BAnich%2C_Alemania%2C_2013-05-04%2C_DD_01.jpg/1280px-Fuchsia_magellanica_%27Pumile%27%2C_Jard%C3%ADn_Bot%C3%A1nico_de_M%C3%BAnich%2C_Alemania%2C_2013-05-04%2C_DD_01.jpg,Diego Delso,CC BY-SA 3.0,2543,Fuchsia magellanica 'Pumile' 종 일치 — 영문명 Ear Drops(lady's eardrops)가 가리키는 종,붉은 꽃받침 아래로 자줏빛 치마가 매달려 귀고리처럼 흔들려요.
5,23,풀의 싹,pului-ssak,https://commons.wikimedia.org/wiki/File:Boxelder%2C_twig_upper_marlboro_2015-04-10-20.29.25_ZS_PMax_%2816916113178%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Boxelder%2C_twig_upper_marlboro_2015-04-10-20.29.25_ZS_PMax_%2816916113178%29.jpg/1280px-Boxelder%2C_twig_upper_marlboro_2015-04-10-20.29.25_ZS_PMax_%2816916113178%29.jpg,"USGS Bee Inventory and Monitoring Lab from Beltsville, Maryland, USA",Public domain,4325,"종 특정 항목 아님 — '풀의 싹/Leaf Buds'는 특정 식물이 아니라 새눈 자체. 대표 이미지로 Acer negundo 눈 접사(USGS 촬영, PD) 사용","잎이 되기 직전, 아직 접혀 있는 상태를 그대로 보여줘요."
5,24,헬리오토로프,helriotoropeu,https://commons.wikimedia.org/wiki/File:Close-up_of_heliotrope_flower_%28Heliotropium_arborescens%29%2C_Jardim_da_Funda%C3%A7%C3%A3o_Calouste_Gulbenkian%2C_Lisbon%2C_Portugal_julesvernex2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Close-up_of_heliotrope_flower_%28Heliotropium_arborescens%29%2C_Jardim_da_Funda%C3%A7%C3%A3o_Calouste_Gulbenkian%2C_Lisbon%2C_Portugal_julesvernex2.jpg/1280px-Close-up_of_heliotrope_flower_%28Heliotropium_arborescens%29%2C_Jardim_da_Funda%C3%A7%C3%A3o_Calouste_Gulbenkian%2C_Lisbon%2C_Portugal_julesvernex2.jpg,Jules Verne Times Two,CC BY-SA 4.0,5148,Heliotropium arborescens 종 일치 — 파일 제목에 학명 명시. 검은 배경 접사,"작은 보랏빛 꽃이 뭉쳐 피고, 바닐라를 닮은 향이 나요."
5,26,올리브나무,olribeunamu,https://commons.wikimedia.org/wiki/File:Olea_europaea_FlowersCloseup_SolanadelPino.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Olea_europaea_FlowersCloseup_SolanadelPino.jpg/1280px-Olea_europaea_FlowersCloseup_SolanadelPino.jpg,Javier martin,Public domain,2976,Olea europaea 종 일치 — 열매가 아니라 꽃차례 접사. PD,열매로만 알던 나무가 여름 앞에서 아주 작은 흰 꽃을 무더기로 달아요.
5,28,박하,bakha-0528,https://commons.wikimedia.org/wiki/File:Mentha_arvensis_2_%285097344051%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Mentha_arvensis_2_%285097344051%29.jpg/1280px-Mentha_arvensis_2_%285097344051%29.jpg,Superior National Forest,CC BY 2.0,1600,Mentha arvensis 종 일치 — 국명 박하의 기준종(재배형은 var. piperascens),잎겨드랑이마다 연보랏빛 꽃이 둥글게 뭉쳐 층층이 올라가요.
5,29,토끼풀,tokkipul,https://commons.wikimedia.org/wiki/File:Trifolium_repens_flower_April_2_2010.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Trifolium_repens_flower_April_2_2010.jpg/1280px-Trifolium_repens_flower_April_2_2010.jpg,Supportstorm,Public domain,2414,Trifolium repens 종 일치 — 국명 토끼풀의 정명. PD. 5/29·6/17·8/31 동일 컷,작은 나비 모양 꽃 수십 개가 모여 하나의 공처럼 보여요.
5,30,보랏빛 라일락,boratbit-railrak,https://commons.wikimedia.org/wiki/File:Syringa_%27Gastello%27_03.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Syringa_%27Gastello%27_03.JPG/1280px-Syringa_%27Gastello%27_03.JPG,Kor!An (Андрей Корзун),CC BY-SA 3.0,2112,Syringa vulgaris 'Gastello' 종 일치 — 짙은 보라 품종. 5/12 라일락과 다른 컷,같은 라일락이라도 보랏빛이 짙어질수록 꽃송이가 더 무거워 보여요.
5,31,무릇,mureut,https://commons.wikimedia.org/wiki/File:Barnardia_japonica-IMG_9388.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Barnardia_japonica-IMG_9388.jpg/1280px-Barnardia_japonica-IMG_9388.jpg,C T Johansson,CC BY 3.0,3539,Barnardia japonica 종 일치 — 국명 무릇의 현행 정명. CSV 학명 Scilla scilloides와 이명 관계,늦여름에 분홍 꽃이 아래에서 위로 차례차례 올라가며 피어요.
6,2,빨강 매발톱꽃,ppalgang-maebaltopkkot,https://commons.wikimedia.org/wiki/File:Eastern_Red_Columbine_Aquilegia_canadensis_%2824439345658%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Eastern_Red_Columbine_Aquilegia_canadensis_%2824439345658%29.jpg/1280px-Eastern_Red_Columbine_Aquilegia_canadensis_%2824439345658%29.jpg,"gailhampshire from Cradley, Malvern, U.K",CC BY 2.0,3075,Aquilegia canadensis 종 일치 — 붉은 매발톱의 대표종,"붉은 꽃이 고개를 숙이고, 노란 속만 아래로 내밀어요."
6,3,아마,ama,https://commons.wikimedia.org/wiki/File:Linum_usitatissimum_qtl1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Linum_usitatissimum_qtl1.jpg/1280px-Linum_usitatissimum_qtl1.jpg,Quartl,CC BY-SA 3.0,2692,Linum usitatissimum 종 일치 — 국명 아마의 정명,하늘색에 가까운 꽃이 아침에 열렸다가 한나절이면 져요.
6,7,슈미트티아나,,,,,,,미확보 — Schmidtiana는 종소명일 뿐. Artemisia schmidtiana 추정이 유력하나 원 표에 속명이 없어 확정 불가,
6,10,수염패랭이꽃,suyeompaeraengikkot,https://commons.wikimedia.org/wiki/File:P%C3%B6rtschach_Winklern_10.-Oktober-Stra%C3%9Fe_67_Bartnelke_21062024_1161.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/P%C3%B6rtschach_Winklern_10.-Oktober-Stra%C3%9Fe_67_Bartnelke_21062024_1161.jpg/1280px-P%C3%B6rtschach_Winklern_10.-Oktober-Stra%C3%9Fe_67_Bartnelke_21062024_1161.jpg,Johann Jaritz,CC BY-SA 4.0,4928,Dianthus barbatus 종 일치 — 파일명의 독일어 Bartnelke가 이 종의 통칭,짧은 꽃대 위로 작은 패랭이꽃이 빽빽하게 모여 한 다발이 돼요.
6,11,중국패모,junggukpaemo,https://commons.wikimedia.org/wiki/File:Fritillaria_verticillata_var._thunbergii.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Fritillaria_verticillata_var._thunbergii.jpg/1280px-Fritillaria_verticillata_var._thunbergii.jpg,titanium22,CC BY-SA 2.0,3872,Fritillaria verticillata var. thunbergii = F. thunbergii — CSV 학명과 이명 관계로 종 일치,"연둣빛 종이 아래를 보고 달리고, 안쪽에는 그물 무늬가 있어요."
6,12,레제다 오도라타,rejeda-odorata,https://commons.wikimedia.org/wiki/File:Reseda_odorata_2019-06-18_2335.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Reseda_odorata_2019-06-18_2335.jpg/1280px-Reseda_odorata_2019-06-18_2335.jpg,Salicyna,CC BY-SA 4.0,3000,Reseda odorata 종 일치 — CSV 학명과 동일,빛깔은 수수한데 향이 진해서 오래 향수 원료로 쓰였어요.
6,13,디기탈리스,digitalriseu,https://commons.wikimedia.org/wiki/File:Purple_Foxglove_%28Digitalis_purpurea%29_2008_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Purple_Foxglove_%28Digitalis_purpurea%29_2008_02.jpg/1280px-Purple_Foxglove_%28Digitalis_purpurea%29_2008_02.jpg,Godot13,CC BY-SA 4.0,2670,Digitalis purpurea 종 일치 — 파일명에 학명 명시,"종 모양 꽃이 한쪽으로만 줄지어 달리고, 안쪽에 점무늬가 박혀 있어요."
6,14,뚜껑별꽃,ttukkeongbyeolkkot,https://commons.wikimedia.org/wiki/File:Anagallis_arvensis_%28habitus%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Anagallis_arvensis_%28habitus%29.jpg/1280px-Anagallis_arvensis_%28habitus%29.jpg,Hans Hillewaert,CC BY-SA 3.0,3792,Anagallis arvensis(현행 Lysimachia arvensis) 종 일치 — 국명 뚜껑별꽃이 가리키는 청색형. 접사가 아니라 군락 컷이라 카드용으로는 크롭 필요,파란 별 같은 꽃이 흐린 날에는 아예 문을 닫아버려요.
6,16,튜베로즈,tyuberojeu,https://commons.wikimedia.org/wiki/File:Polianthes_tuberosa%2C_Burdwan%2C_West_Bengal%2C_India_31_01_2013.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Polianthes_tuberosa%2C_Burdwan%2C_West_Bengal%2C_India_31_01_2013.jpg/1280px-Polianthes_tuberosa%2C_Burdwan%2C_West_Bengal%2C_India_31_01_2013.jpg,JDP90 (Joydeep),CC BY-SA 3.0,2408,Polianthes tuberosa(현행 Agave amica) 종 일치 — 국명 튜베 로즈의 정명,해가 지고 나서야 향이 짙어지는 흰 꽃이에요.
6,17,토끼풀,tokkipul,https://commons.wikimedia.org/wiki/File:Trifolium_repens_flower_April_2_2010.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Trifolium_repens_flower_April_2_2010.jpg/1280px-Trifolium_repens_flower_April_2_2010.jpg,Supportstorm,Public domain,2414,Trifolium repens 종 일치 — 국명 토끼풀의 정명. PD. 5/29·6/17·8/31 동일 컷,작은 나비 모양 꽃 수십 개가 모여 하나의 공처럼 보여요.
6,18,백리향,baekrihyang,https://commons.wikimedia.org/wiki/File:Thymus_quinquecostatus_%28flower%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Thymus_quinquecostatus_%28flower%29.JPG/1280px-Thymus_quinquecostatus_%28flower%29.JPG,Alpsdake,CC BY-SA 4.0,2048,Thymus quinquecostatus 종 일치 — 국명 백리향의 정명. 영문명 Thyme의 T. vulgaris와는 다른 종,"바위 위를 낮게 덮고, 스치기만 해도 향이 올라와요."
6,20,꼬리풀,kkoripul,https://commons.wikimedia.org/wiki/File:Veronica_linariifolia_91987120.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Veronica_linariifolia_91987120.jpg/1280px-Veronica_linariifolia_91987120.jpg,Oleg Kosterin,CC BY 4.0,1374,Veronica linariifolia 종 일치 — 국명 꼬리풀의 정명. Commons 내 이 종 사진이 2장뿐이라 선택지가 좁았음,가는 잎 위로 연보랏빛 꽃이 꼬리처럼 길게 서요.
6,21,달맞이꽃,dalmatikkot,https://commons.wikimedia.org/wiki/File:Oenothera_biennis%2C_Vic-la-Gardiole_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Oenothera_biennis%2C_Vic-la-Gardiole_01.jpg/1280px-Oenothera_biennis%2C_Vic-la-Gardiole_01.jpg,Christian Ferrer,CC BY-SA 4.0,6016,Oenothera biennis 종 일치 — 국명 달맞이꽃의 정명,"해가 넘어가야 꽃잎을 열고, 아침이면 시들어요."
6,22,가막살나무,gamaksalnamu-0622,https://commons.wikimedia.org/wiki/File:Erie_Linden_Viburnum_Viburnum_dilatatum_%E2%80%98Erie%E2%80%99_leaves_summer_flower.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Erie_Linden_Viburnum_Viburnum_dilatatum_%E2%80%98Erie%E2%80%99_leaves_summer_flower.jpg/1280px-Erie_Linden_Viburnum_Viburnum_dilatatum_%E2%80%98Erie%E2%80%99_leaves_summer_flower.jpg,Cossey25,CC BY-SA 4.0,3024,Viburnum dilatatum 'Erie' 종 일치 — 국명 가막살나무의 정명,"흰 꽃이 접시처럼 평평하게 모여 피고, 가을엔 붉은 열매만 남아요."
6,23,접시꽃,jeopsikkot,https://commons.wikimedia.org/wiki/File:Alcea_rosea_purple.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Alcea_rosea_purple.jpg/1280px-Alcea_rosea_purple.jpg,PJDespa,CC BY-SA 3.0,4288,Alcea rosea 종 일치 — 국명 접시꽃의 정명. 6/23·8/18 동일 컷,곧게 선 줄기를 따라 접시만 한 꽃이 아래에서 위로 올라가며 펴요.
6,24,버베나,beobena,https://commons.wikimedia.org/wiki/File:Verbena_hybrida_2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Verbena_hybrida_2.JPG/1280px-Verbena_hybrida_2.JPG,Jwitos,CC BY-SA 3.0,3008,Verbena hybrida 종 일치 — CSV 영문명 Garden Verbena와 대응하는 원예 버베나,"작은 꽃이 둥글게 모여 한 송이처럼 보이고, 색이 아주 진해요."
6,25,나팔꽃,napalkkot,https://commons.wikimedia.org/wiki/File:Ipomoea_nil_Gorlitsa20230530_20214.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Ipomoea_nil_Gorlitsa20230530_20214.jpg/1280px-Ipomoea_nil_Gorlitsa20230530_20214.jpg,Bff,CC BY-SA 4.0,4950,Ipomoea nil 종 일치 — 국명 나팔꽃의 정명,새벽에 나팔을 열고 한낮이면 다시 오므려요.
6,26,흰 라일락,huin-railrak,https://commons.wikimedia.org/wiki/File:%D0%9F%D1%80%D0%B8%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA_%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D1%8B%2C_%D1%81%D0%B8%D1%80%D0%B5%D0%BD%D1%8C_04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/%D0%9F%D1%80%D0%B8%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA_%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D1%8B%2C_%D1%81%D0%B8%D1%80%D0%B5%D0%BD%D1%8C_04.jpg/1280px-%D0%9F%D1%80%D0%B8%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D0%B0%D1%80%D0%BA_%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D1%8B%2C_%D1%81%D0%B8%D1%80%D0%B5%D0%BD%D1%8C_04.jpg,Екатерина Борисова,CC BY-SA 4.0,4896,Syringa 속 흰 라일락 — 파일 제목이 러시아어 'сирень(라일락)'이라 종소명 미표기. 재배 흰 라일락은 통상 S. vulgaris 품종,흰 라일락은 색이 없는 대신 향이 더 크게 느껴져요.
6,27,시계꽃,sigyekkot,https://commons.wikimedia.org/wiki/File:Passiflora_caerulea_%28makro_close-up%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Passiflora_caerulea_%28makro_close-up%29.jpg/1280px-Passiflora_caerulea_%28makro_close-up%29.jpg,Petar Milošević,CC BY-SA 4.0,4565,Passiflora caerulea 종 일치 — 파일명에 makro close-up 명시,실 같은 부화관이 시계 눈금처럼 둘러서서 시계꽃이라 불려요.
6,30,인동,indong,https://commons.wikimedia.org/wiki/File:Lonicera_japonica_%27hall%27s_prolific%27._14-06-2020_%28d.j.b.%29_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Lonicera_japonica_%27hall%27s_prolific%27._14-06-2020_%28d.j.b.%29_01.jpg/1280px-Lonicera_japonica_%27hall%27s_prolific%27._14-06-2020_%28d.j.b.%29_01.jpg,Dominicus Johannes Bergsma,CC BY-SA 4.0,3456,Lonicera japonica 'Hall's Prolific' 종 일치 — 국명 인동의 정명,"흰 꽃으로 피었다가 며칠 뒤 노랗게 변해, 두 색이 한 가지에 걸려요."
7,1,단양쑥부쟁이,danyangssukbujaengi,https://commons.wikimedia.org/wiki/File:Aster_altaicus_kz03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Aster_altaicus_kz03.jpg/1280px-Aster_altaicus_kz03.jpg,"Krzysztof Ziarnek, Kenraiz",CC BY-SA 4.0,3495,Aster altaicus — 국명 단양쑥부쟁이(A. altaicus var. uchiyamae)의 기준종. 변종 자체 사진은 Commons에 없음. CSV 영문명 'Fig Marigold'(Mesembryanthemum)는 국명과 어긋나 국명 쪽을 따랐음,가늘고 긴 잎 위에 연보랏빛 국화꽃이 한 송이씩 앉아요.
7,2,금어초,geumeocho,https://commons.wikimedia.org/wiki/File:Antirrhinum_majus_%28423941477%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Antirrhinum_majus_%28423941477%29.jpg/1280px-Antirrhinum_majus_%28423941477%29.jpg,"Dinesh Valke from Thane, India",CC BY-SA 2.0,2816,Antirrhinum majus 종 일치 — 국명 금어초의 정명,꽃 옆을 살짝 누르면 입처럼 벌어졌다가 다시 닫혀요.
7,3,흰색 양귀비,huinsaek-yanggwibi,https://commons.wikimedia.org/wiki/File:Heilbronn_-_B%C3%B6ckingen_-_Friedhof_-_wei%C3%9Fe_Mohnbl%C3%BCte_auf_Grab_%281.1%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Heilbronn_-_B%C3%B6ckingen_-_Friedhof_-_wei%C3%9Fe_Mohnbl%C3%BCte_auf_Grab_%281.1%29.jpg/1280px-Heilbronn_-_B%C3%B6ckingen_-_Friedhof_-_wei%C3%9Fe_Mohnbl%C3%BCte_auf_Grab_%281.1%29.jpg,Roman Eisele,CC BY-SA 4.0,4200,"Papaver 속 일치 — CSV 학명도 속명 'Papaver'뿐. Commons 분류는 Papaver (cultivars), 업로더는 아이슬란드양귀비(P. nudicaule) 원예종으로 추정. 흰 꽃 조건은 충족",구겨진 종이 같은 흰 꽃잎이 펴지면서 주름을 그대로 남겨요.
7,7,서양까치밥나무,seoyangkkachibapnamu,https://commons.wikimedia.org/wiki/File:Ribes_uva-crispa_kz04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ribes_uva-crispa_kz04.jpg/1280px-Ribes_uva-crispa_kz04.jpg,"Krzysztof Ziarnek, Kenraiz",CC BY-SA 4.0,3033,Ribes uva-crispa 종 일치 — 서양까치밥나무(구스베리)의 정명. CSV 표기 '서양까지밥나무'는 오탈자로 보임,가시 돋친 가지 아래로 초록빛 작은 꽃이 조용히 매달려요.
7,8,버드푸트,beodeuputeu,https://commons.wikimedia.org/wiki/File:Lotus_corniculatus_at_Lac_des_Plagnes_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Lotus_corniculatus_at_Lac_des_Plagnes_%282%29.jpg/1280px-Lotus_corniculatus_at_Lac_des_Plagnes_%282%29.jpg,Krzysztof Golik,CC BY-SA 4.0,3837,Lotus corniculatus 종 일치 — 영문명 Birdfoot(bird's-foot trefoil)의 정명,꼬투리가 새 발가락처럼 갈라져서 그런 이름이 붙었어요.
7,10,초롱꽃,chorongkkot-0710,https://commons.wikimedia.org/wiki/File:Flower%2C_Campanula_medium_%22Canterbury_bells%22_-_Flickr_-_nekonomania_%282%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Flower%2C_Campanula_medium_%22Canterbury_bells%22_-_Flickr_-_nekonomania_%282%29.jpg/1280px-Flower%2C_Campanula_medium_%22Canterbury_bells%22_-_Flickr_-_nekonomania_%282%29.jpg,Yoko Nekonomania,CC BY 2.0,3168,Campanula medium 종 일치 — 영문명 Canterbury Bell의 정명. 국내에서 초롱꽃이라 부르는 C. punctata와는 다른 종,종처럼 부푼 꽃이 아래를 보고 매달려 흔들려요.
7,11,아스포델,aseupodel,https://commons.wikimedia.org/wiki/File:Asphodelus_albus_FlowersCloseup_2009March28_SierraMadrona.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Asphodelus_albus_FlowersCloseup_2009March28_SierraMadrona.jpg/1280px-Asphodelus_albus_FlowersCloseup_2009March28_SierraMadrona.jpg,Javier martin,Public domain,3200,Asphodelus albus 종 일치 — PD. 꽃차례 접사,마른 땅에서 흰 별 같은 꽃이 층층이 올라가요.
7,12,좁은잎배풍등,jopeunipbaepungdeung,https://commons.wikimedia.org/wiki/File:Solanum_japonense_3.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Solanum_japonense_3.JPG/1280px-Solanum_japonense_3.JPG,Qwert1234,CC BY-SA 4.0,3716,Solanum japonense 종 일치 — 국명 좁은잎배풍등의 정명. CSV 표기 '좁은입배풍동'은 오탈자로 보임,흰 별 모양 꽃이 지고 나면 작고 붉은 열매가 달려요.
7,13,잡초의 꽃,japchoui-kkot,https://commons.wikimedia.org/wiki/File:Phleum_pratense_macro_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Phleum_pratense_macro_01.jpg/1280px-Phleum_pratense_macro_01.jpg,Humoyun Mehridinov,CC BY-SA 4.0,2656,종 특정 항목 아님 — '잡초의 꽃/Flower of Grass'는 볏과 꽃 일반. 대표 이미지로 큰조아재비(Phleum pratense) 꽃차례 매크로 사용,"꽃잎이 없어 지나치기 쉬운데, 가까이 보면 수술이 촘촘히 걸려 있어요."
7,14,플록스,peulrokseu,https://commons.wikimedia.org/wiki/File:Phlox_paniculata_Tatjana20170812_9020.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Phlox_paniculata_Tatjana20170812_9020.jpg/1280px-Phlox_paniculata_Tatjana20170812_9020.jpg,Bff,CC BY-SA 4.0,3800,Phlox paniculata 종 일치 — 국명 플록스의 정명,다섯 잎 꽃이 둥글게 뭉쳐 한여름 내내 같은 자리를 지켜요.
7,19,백부자,baekbuja,https://commons.wikimedia.org/wiki/File:Aconitum_napellus_RHu_003.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Aconitum_napellus_RHu_003.JPG/1280px-Aconitum_napellus_RHu_003.JPG,Meneerke bloem,CC BY-SA 4.0,3216,"Aconitum napellus — 속 일치. CSV 영문명 Aconite의 대표종이지만 국명 백부자(A. coreanum, 연노랑 꽃)와는 다른 종이며 Commons에 A. coreanum 사진 없음","투구 모양 꽃이 줄지어 서고, 아름다운 만큼 독이 강해요."
7,20,가지,gaji,https://commons.wikimedia.org/wiki/File:Solanum_melongena_flower_12_09_2012.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Solanum_melongena_flower_12_09_2012.JPG/1280px-Solanum_melongena_flower_12_09_2012.JPG,JDP90 (Joydeep),CC BY-SA 3.0,3457,Solanum melongena 종 일치 — 열매가 아니라 꽃 접사,보랏빛 별 모양 꽃 한가운데 노란 수술이 뭉쳐 있어요.
7,22,패랭이꽃,paeraengikkot,https://commons.wikimedia.org/wiki/File:Dianthus_superbus_var._speciosus_%28flower%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Dianthus_superbus_var._speciosus_%28flower%29.JPG/1280px-Dianthus_superbus_var._speciosus_%28flower%29.JPG,Alpsdake,CC BY-SA 4.0,2560,Dianthus superbus var. speciosus 종 일치 — CSV 7/28행 학명 Dianthus superbus와 같은 종이라 7/22·7/28 동일 컷,꽃잎 끝이 실처럼 잘게 갈라져 술이 늘어진 것처럼 보여요.
7,24,연령초,yeonryeongcho,https://commons.wikimedia.org/wiki/File:Trillium_camschatcense_%27Aomori%27_Ker_Gawl.%2C_Bot._Mag._22_t._855_%281805%29_%2849809064156%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Trillium_camschatcense_%27Aomori%27_Ker_Gawl.%2C_Bot._Mag._22_t._855_%281805%29_%2849809064156%29.jpg/1280px-Trillium_camschatcense_%27Aomori%27_Ker_Gawl.%2C_Bot._Mag._22_t._855_%281805%29_%2849809064156%29.jpg,"sunoochi from Sapporo, Hokkaido, Japan",CC BY 2.0,8032,Trillium camschatcense 종 일치 — 국명 연령초의 정명,잎 석 장 위에 흰 꽃 한 송이만 올려놓고 끝내요.
7,25,말오줌나무,malojumnamu,https://commons.wikimedia.org/wiki/File:00_3775_Schwarzer_Hollunder_%28Sambucus_nigra%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/00_3775_Schwarzer_Hollunder_%28Sambucus_nigra%29.jpg/1280px-00_3775_Schwarzer_Hollunder_%28Sambucus_nigra%29.jpg,W. Bulach,CC BY-SA 4.0,5400,"Sambucus nigra — 속 일치. CSV 영문명 Elder-Tree의 정명이지만 국명 말오줌나무(S. racemosa subsp. pendula, 울릉도 특산)와는 다른 종. S. racemosa 쪽은 개화 컷이 1200px 미만뿐","작은 흰 꽃 수백 개가 접시처럼 펼쳐지고, 향이 달아요."
